Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Stage Detail 3,Age,Age Detail,Region,Gender,Grade,Nodal Status,Deprivation,Performance Status,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI,Net survival 84m,Net survival 84m LCI,Net survival 84m UCI,Kaplan-Meier survival 84m,Kaplan-Meier survival 84m LCI,Kaplan-Meier survival 84m UCI,Net survival 96m,Net survival 96m LCI,Net survival 96m UCI,Kaplan-Meier survival 96m,Kaplan-Meier survival 96m LCI,Kaplan-Meier survival 96m UCI
Oesophageal and stomach,2018-2020,Stomach,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,12854,168814277,7.614,7.483,7.747,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,12854,3986,31.01,30.216,31.815,997,7.756,7.306,8.231,2430,18.905,18.237,19.591,2301,17.901,17.248,18.573,551,4.287,3.95,4.651,1100,8.558,8.086,9.054,365,2.84,2.566,3.141,1249,9.717,9.217,10.241,10,0.078,0.042,0.143,71,0.552,0.438,0.696,7207,56.068,55.208,56.924,12854,12543,72,71.2,72.8,71.3,70.5,72.1,61.2,60.3,62,60,59.1,60.9,53.7,52.8,54.6,52.3,51.4,53.2,47.9,47,48.8,46.2,45.4,47.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,1821,168814277,1.079,1.03,1.129,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,1821,807,44.316,42.049,46.607,289,15.87,14.264,17.62,374,20.538,18.746,22.455,400,21.966,20.124,23.925,145,7.963,6.806,9.296,85,4.668,3.791,5.736,120,6.59,5.539,7.823,265,14.552,13.007,16.247,2,0.11,0.03,0.4,22,1.208,0.799,1.823,782,42.943,40.687,45.229,1821,1807,75.8,73.7,77.8,75.1,73,77,63.5,61.2,65.7,62.4,60.1,64.6,54.4,52,56.8,53,50.7,55.3,45.7,43.3,48,44.2,41.9,46.5,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,1613,168814277,0.955,0.909,1.003,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,1613,766,47.489,45.061,49.929,269,16.677,14.937,18.575,371,23.001,21.012,25.117,372,23.063,21.072,25.181,136,8.431,7.172,9.888,85,5.27,4.282,6.47,110,6.82,5.689,8.155,263,16.305,14.583,18.187,2,0.124,0.034,0.451,21,1.302,0.853,1.982,624,38.686,36.338,41.087,1613,1606,79.6,77.6,81.6,78.9,76.8,80.8,67.2,64.9,69.6,66.1,63.7,68.3,57.9,55.4,60.3,56.4,53.9,58.8,48.8,46.3,51.4,47.3,44.8,49.7,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,700,168814277,0.415,0.385,0.447,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,700,378,54,50.296,57.66,136,19.429,16.668,22.523,309,44.143,40.506,47.843,98,14,11.626,16.767,68,9.714,7.735,12.133,75,10.714,8.634,13.224,48,6.857,5.211,8.974,214,30.571,27.272,34.083,2,0.286,0.078,1.036,18,2.571,1.633,4.028,177,25.286,22.207,28.635,700,697,95.9,94.2,97.5,95,93.1,96.4,88.2,85.6,90.8,86.7,83.9,89,81.8,78.7,84.8,79.6,76.4,82.4,74,70.5,77.5,71.6,68.1,74.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,244,146220922,0.167,0.147,0.189,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,244,193,79.098,73.565,83.73,35,14.344,10.498,19.296,142,58.197,51.928,64.212,47,19.262,14.806,24.671,7,2.869,1.396,5.802,14,5.738,3.448,9.399,18,7.377,4.717,11.358,118,48.361,42.164,54.608,0,0,0,1.55,10,4.098,2.241,7.379,30,12.295,8.75,17.009,244,244,96.9,94.7,99.2,96.7,93.6,98.3,91,87.3,94.6,90.6,86.2,93.6,85.3,80.8,89.9,84.8,79.7,88.8,80.2,75.1,85.3,79.5,73.9,84.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,456,22593355,2.018,1.837,2.212,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,456,185,40.57,36.16,45.138,101,22.149,18.579,26.184,167,36.623,32.33,41.139,51,11.184,8.61,14.407,61,13.377,10.557,16.809,61,13.377,10.557,16.809,30,6.579,4.647,9.236,96,21.053,17.56,25.028,2,0.439,0.12,1.585,8,1.754,0.892,3.423,147,32.237,28.111,36.66,456,453,95.2,93,97.5,94,91.4,95.9,86.7,83.3,90.2,84.5,80.9,87.6,79.8,75.8,83.9,76.8,72.7,80.4,70.7,66.1,75.3,67.3,62.8,71.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,654,168814277,0.387,0.358,0.418,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,654,319,48.777,44.964,52.604,101,15.443,12.876,18.414,30,4.587,3.232,6.473,241,36.85,33.24,40.614,48,7.339,5.58,9.597,3,0.459,0.156,1.34,51,7.798,5.981,10.108,25,3.823,2.602,5.582,0,0,0,0.584,2,0.306,0.084,1.108,284,43.425,39.676,47.251,654,653,65.7,62,69.4,65.2,61.4,68.8,47.3,43.4,51.2,46.7,42.8,50.5,36.2,32.4,39.9,35.5,31.8,39.2,25.7,22.3,29.1,25,21.8,28.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,309,146220922,0.211,0.188,0.236,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,309,209,67.638,62.232,72.61,51,16.505,12.782,21.05,17,5.502,3.463,8.633,161,52.104,46.542,57.613,17,5.502,3.463,8.633,1,0.324,0.057,1.81,32,10.356,7.432,14.254,14,4.531,2.718,7.46,0,0,0,1.228,2,0.647,0.178,2.329,82,26.537,21.924,31.726,309,308,73.9,69,78.8,73.7,68.4,78.3,55.4,49.9,61,55.2,49.5,60.5,42.5,37,48,42.2,36.7,47.6,32.1,26.9,37.3,31.8,26.7,37.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,345,22593355,1.527,1.37,1.697,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,345,110,31.884,27.189,36.978,50,14.493,11.169,18.599,13,3.768,2.215,6.339,80,23.188,19.045,27.922,31,8.986,6.402,12.472,2,0.58,0.159,2.089,19,5.507,3.554,8.441,11,3.188,1.79,5.618,0,0,0,1.101,0,0,0,1.101,202,58.551,53.286,63.627,345,345,58.4,53.1,63.7,57.7,52.3,62.7,40.1,34.8,45.3,39.1,34,44.2,30.5,25.6,35.5,29.5,24.8,34.4,19.9,15.6,24.3,19,15,23.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,259,168814277,0.153,0.135,0.173,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,259,69,26.641,21.627,32.338,32,12.355,8.889,16.921,32,12.355,8.889,16.921,33,12.741,9.218,17.353,20,7.722,5.054,11.626,7,2.703,1.315,5.473,11,4.247,2.388,7.444,24,9.266,6.306,13.417,0,0,0,1.462,1,0.386,0.068,2.154,163,62.934,56.903,68.587,259,256,70.6,64.9,76.3,69.7,63.6,74.9,60.9,54.7,67.1,59.4,53.1,65.2,47.9,41.5,54.3,46.3,40,52.3,39.1,32.9,45.4,37.5,31.5,43.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Cardia,Other,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,208,168814277,0.123,0.107,0.141,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,208,41,19.712,14.876,25.646,20,9.615,6.311,14.385,3,1.442,0.492,4.154,28,13.462,9.48,18.768,9,4.327,2.293,8.017,0,0,0,1.813,10,4.808,2.632,8.622,2,0.962,0.264,3.437,0,0,0,1.813,1,0.481,0.085,2.673,158,75.962,69.717,81.264,208,201,45.2,38.3,52.2,44.7,37.7,51.4,33.3,26.7,39.9,32.7,26.3,39.2,26.8,20.6,33.1,26.1,20.3,32.4,20.1,14.4,25.8,19.6,14.4,25.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Non-Cardia,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,6047,168814277,3.582,3.492,3.673,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,6047,1981,32.76,31.588,33.954,468,7.739,7.092,8.44,1380,22.821,21.781,23.896,1044,17.265,16.333,18.238,261,4.316,3.832,4.858,596,9.856,9.13,10.633,160,2.646,2.27,3.082,737,12.188,11.387,13.037,7,0.116,0.056,0.239,40,0.661,0.486,0.899,3202,52.952,51.692,54.208,6047,6006,73.4,72.3,74.6,72.6,71.4,73.7,61.2,59.9,62.5,59.9,58.7,61.1,52.6,51.3,54,51.1,49.8,52.3,46.2,44.9,47.5,44.4,43.1,45.7,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Non-Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,5178,168814277,3.067,2.984,3.152,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,5178,1898,36.655,35.353,37.977,433,8.362,7.639,9.148,1332,25.724,24.552,26.932,989,19.1,18.052,20.193,238,4.596,4.059,5.201,564,10.892,10.072,11.77,148,2.858,2.438,3.348,721,13.924,13.008,14.894,7,0.135,0.066,0.279,40,0.772,0.568,1.05,2471,47.721,46.363,49.083,5178,5159,75.7,74.5,76.9,74.8,73.6,76,63,61.6,64.4,61.7,60.3,63,53.8,52.4,55.2,52.2,50.8,53.5,46.9,45.5,48.3,45,43.7,46.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Non-Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,537,168814277,0.318,0.292,0.346,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,537,92,17.132,14.182,20.55,24,4.469,3.021,6.564,296,55.121,50.893,59.277,22,4.097,2.721,6.125,18,3.352,2.131,5.236,231,43.017,38.893,47.239,5,0.931,0.398,2.161,64,11.918,9.445,14.933,0,0,0,0.71,1,0.186,0.033,1.047,196,36.499,32.536,40.653,537,532,96,94.1,97.9,94.9,92.7,96.5,93.8,91.4,96.2,91.5,88.8,93.6,90.9,87.9,93.8,87.7,84.6,90.2,87.5,84.2,90.9,83.6,80.1,86.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Non-Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,712,168814277,0.422,0.391,0.454,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,712,328,46.067,42.437,49.74,59,8.287,6.479,10.542,355,49.86,46.198,53.523,66,9.27,7.353,11.624,24,3.371,2.275,4.967,107,15.028,12.591,17.84,17,2.388,1.496,3.79,230,32.303,28.971,35.825,3,0.421,0.143,1.231,15,2.107,1.281,3.447,250,35.112,31.695,38.69,712,708,89.6,87.2,91.9,88.6,86,90.7,81.2,78.1,84.2,79.5,76.4,82.3,72.2,68.6,75.7,70.2,66.7,73.4,64.1,60.3,67.9,62,58.3,65.5,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Non-Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,243,146220922,0.166,0.146,0.188,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,243,199,81.893,76.567,86.226,24,9.877,6.727,14.275,181,74.486,68.653,79.556,31,12.757,9.135,17.539,3,1.235,0.421,3.566,20,8.23,5.391,12.37,8,3.292,1.677,6.361,148,60.905,54.646,66.825,1,0.412,0.073,2.294,12,4.938,2.847,8.432,20,8.23,5.391,12.37,243,241,97.7,95.7,99.7,97.5,94.5,98.9,95,92.1,97.8,94.6,90.9,96.8,89.3,85.3,93.3,88.8,84.1,92.2,81.5,76.5,86.5,80.9,75.4,85.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Non-Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70-79,Age 70-79,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,219,14132058,1.55,1.351,1.769,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,219,114,52.055,45.46,58.579,20,9.132,5.99,13.684,125,57.078,50.456,63.455,27,12.329,8.613,17.343,8,3.653,1.862,7.041,43,19.635,14.916,25.4,7,3.196,1.557,6.45,77,35.16,29.141,41.69,2,0.913,0.251,3.268,3,1.37,0.467,3.949,52,23.744,18.592,29.802,219,218,91.5,87.7,95.4,90.8,86.1,94,80.6,75.1,86,79.4,73.4,84.2,75.4,69.5,81.4,73.9,67.5,79.2,71.3,65,77.6,69.3,62.7,74.9,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2018-2020,Stomach,Non-Cardia,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,250,8461297,2.955,2.6,3.345,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,250,15,6,3.669,9.662,15,6,3.669,9.662,49,19.6,15.155,24.965,8,3.2,1.63,6.186,13,5.2,3.064,8.692,44,17.6,13.38,22.801,2,0.8,0.22,2.869,5,2,0.857,4.596,0,0,0,1.513,0,0,0,1.513,178,71.2,65.299,76.459,250,249,80,74.7,85.2,77.9,72.2,82.6,68.3,62.1,74.6,65.1,58.8,70.6,52.6,45.9,59.3,49,42.7,55,40.9,34.3,47.5,37.3,31.4,43.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
