"Year","Sex","ASR (World)","Cancer label","Country label","incmort"
1967,2,123.5061963,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1968,2,131.0822926,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1969,2,129.6420246,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1970,2,128.6893364,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1971,2,128.6305035,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1972,2,130.4340281,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1973,2,127.9241375,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1974,2,131.5290806,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1975,2,126.7742668,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1976,2,130.9646922,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1977,2,130.2411766,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1978,2,137.2416711,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1979,2,136.4009949,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1980,2,133.45557,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1981,2,132.0889789,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1982,2,133.7290204,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1983,2,135.7954546,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1984,2,137.144424,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1985,2,136.5352252,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1986,2,136.2356176,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1987,2,134.7856459,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1988,2,136.6693952,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1989,2,138.4361145,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1990,2,137.2382885,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1991,2,134.7988765,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1992,2,136.2884271,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1993,2,136.33913,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1994,2,136.2180207,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1995,2,132.2495815,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1996,2,131.6209306,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1997,2,128.0356638,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1998,2,125.602465,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1999,2,124.8970838,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2000,2,124.2222661,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2001,2,123.3216511,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2002,2,120.9487233,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2003,2,122.7517607,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2004,2,119.6190308,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2005,2,120.3316238,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2006,2,116.5169921,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2007,2,117.7115358,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2008,2,114.3221102,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2009,2,113.2372773,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2010,2,111.9559776,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2011,2,111.110295,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2012,2,113.4869282,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2013,2,111.1061556,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2014,2,107.3270934,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2015,2,106.1179864,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2016,2,103.2375636,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2017,2,104.14295,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
2018,2,104.9493223,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1971,2,48.84271037,"Breast","England and Wales","Incidence"
1972,2,52.09661735,"Breast","England and Wales","Incidence"
1973,2,52.97731965,"Breast","England and Wales","Incidence"
1974,2,56.11682336,"Breast","England and Wales","Incidence"
1975,2,53.47019008,"Breast","England and Wales","Incidence"
1976,2,52.0224336,"Breast","England and Wales","Incidence"
1977,2,53.86848602,"Breast","England and Wales","Incidence"
1978,2,55.37960255,"Breast","England and Wales","Incidence"
1979,2,54.36594011,"Breast","England and Wales","Incidence"
1980,2,57.08641356,"Breast","England and Wales","Incidence"
1981,2,56.81419631,"Breast","England and Wales","Incidence"
1982,2,58.19749576,"Breast","England and Wales","Incidence"
1983,2,57.46826254,"Breast","England and Wales","Incidence"
1984,2,57.23993306,"Breast","England and Wales","Incidence"
1985,2,62.41159447,"Breast","England and Wales","Incidence"
1986,2,62.57090135,"Breast","England and Wales","Incidence"
1987,2,64.54269467,"Breast","England and Wales","Incidence"
1988,2,64.89357608,"Breast","England and Wales","Incidence"
1989,2,69.63747733,"Breast","England and Wales","Incidence"
1990,2,72.4035281,"Breast","England and Wales","Incidence"
1991,2,77.0282506,"Breast","England and Wales","Incidence"
1992,2,77.80515384,"Breast","England and Wales","Incidence"
1993,2,74.72630777,"Breast","England and Wales","Incidence"
1994,2,75.7431631,"Breast","England and Wales","Incidence"
1995,2,76.24328175,"Breast","England and Wales","Incidence"
1996,2,77.16524933,"Breast","England and Wales","Incidence"
1997,2,81.17542573,"Breast","England and Wales","Incidence"
1998,2,81.74701995,"Breast","England and Wales","Incidence"
1999,2,84.00641953,"Breast","England and Wales","Incidence"
2000,2,82.7885955,"Breast","England and Wales","Incidence"
2001,2,82.98753627,"Breast","England and Wales","Incidence"
2002,2,82.64598577,"Breast","England and Wales","Incidence"
2003,2,86.38910351,"Breast","England and Wales","Incidence"
2004,2,86.3647716,"Breast","England and Wales","Incidence"
2005,2,87.1271527,"Breast","England and Wales","Incidence"
2006,2,85.88707044,"Breast","England and Wales","Incidence"
2007,2,84.93142561,"Breast","England and Wales","Incidence"
2008,2,86.95603514,"Breast","England and Wales","Incidence"
2009,2,86.90946798,"Breast","England and Wales","Incidence"
2010,2,88.04773084,"Breast","England and Wales","Incidence"
2011,2,87.27839186,"Breast","England and Wales","Incidence"
2012,2,87.7196542,"Breast","England and Wales","Incidence"
2013,2,90.23712873,"Breast","England and Wales","Incidence"
2014,2,95.97416998,"Breast","England and Wales","Incidence"
2015,2,94.73106569,"Breast","England and Wales","Incidence"
2016,2,94.36242236,"Breast","England and Wales","Incidence"
2017,2,93.41542082,"Breast","England and Wales","Incidence"
1993,2,67.74522794,"Breast","Northern Ireland","Incidence"
1994,2,73.28811661,"Breast","Northern Ireland","Incidence"
1995,2,75.5617235,"Breast","Northern Ireland","Incidence"
1996,2,73.14899209,"Breast","Northern Ireland","Incidence"
1997,2,72.31711107,"Breast","Northern Ireland","Incidence"
1998,2,76.61265291,"Breast","Northern Ireland","Incidence"
1999,2,75.66876041,"Breast","Northern Ireland","Incidence"
2000,2,77.2994053,"Breast","Northern Ireland","Incidence"
2001,2,75.19530112,"Breast","Northern Ireland","Incidence"
2002,2,75.14006722,"Breast","Northern Ireland","Incidence"
2003,2,81.61676881,"Breast","Northern Ireland","Incidence"
2004,2,86.62332117,"Breast","Northern Ireland","Incidence"
2005,2,78.87027098,"Breast","Northern Ireland","Incidence"
2006,2,71.58882532,"Breast","Northern Ireland","Incidence"
2007,2,83.52889191,"Breast","Northern Ireland","Incidence"
2008,2,84.26495599,"Breast","Northern Ireland","Incidence"
2009,2,85.96516656,"Breast","Northern Ireland","Incidence"
2010,2,81.33870663,"Breast","Northern Ireland","Incidence"
2011,2,84.5427033,"Breast","Northern Ireland","Incidence"
2012,2,84.85092403,"Breast","Northern Ireland","Incidence"
2013,2,80.78795418,"Breast","Northern Ireland","Incidence"
1975,2,55.26721807,"Breast","Scotland","Incidence"
1976,2,53.80747064,"Breast","Scotland","Incidence"
1977,2,56.3095768,"Breast","Scotland","Incidence"
1978,2,57.46588995,"Breast","Scotland","Incidence"
1979,2,54.69014712,"Breast","Scotland","Incidence"
1980,2,58.7670562,"Breast","Scotland","Incidence"
1981,2,57.89350435,"Breast","Scotland","Incidence"
1982,2,60.71234922,"Breast","Scotland","Incidence"
1983,2,60.18127552,"Breast","Scotland","Incidence"
1984,2,60.2789464,"Breast","Scotland","Incidence"
1985,2,57.92915914,"Breast","Scotland","Incidence"
1986,2,59.8448606,"Breast","Scotland","Incidence"
1987,2,61.8390974,"Breast","Scotland","Incidence"
1988,2,62.08996831,"Breast","Scotland","Incidence"
1989,2,64.14478405,"Breast","Scotland","Incidence"
1990,2,68.88308629,"Breast","Scotland","Incidence"
1991,2,74.77644821,"Breast","Scotland","Incidence"
1992,2,75.49216881,"Breast","Scotland","Incidence"
1993,2,73.4411721,"Breast","Scotland","Incidence"
1994,2,72.53815344,"Breast","Scotland","Incidence"
1995,2,76.01460685,"Breast","Scotland","Incidence"
1996,2,76.1318687,"Breast","Scotland","Incidence"
1997,2,77.67930971,"Breast","Scotland","Incidence"
1998,2,79.69880458,"Breast","Scotland","Incidence"
1999,2,80.97035194,"Breast","Scotland","Incidence"
2000,2,81.2732639,"Breast","Scotland","Incidence"
2001,2,77.00400642,"Breast","Scotland","Incidence"
2002,2,79.30724896,"Breast","Scotland","Incidence"
2003,2,81.23563202,"Breast","Scotland","Incidence"
2004,2,83.57058623,"Breast","Scotland","Incidence"
2005,2,83.43740979,"Breast","Scotland","Incidence"
2006,2,84.84617961,"Breast","Scotland","Incidence"
2007,2,84.77878916,"Breast","Scotland","Incidence"
2008,2,85.65684383,"Breast","Scotland","Incidence"
2009,2,87.8027037,"Breast","Scotland","Incidence"
2010,2,88.10458409,"Breast","Scotland","Incidence"
2011,2,89.00897758,"Breast","Scotland","Incidence"
2012,2,88.96872055,"Breast","Scotland","Incidence"
2013,2,89.40744654,"Breast","Scotland","Incidence"
1950,2,23.6298703,"Breast","England and Wales","Mortality"
1951,2,23.49897535,"Breast","England and Wales","Mortality"
1952,2,23.88453175,"Breast","England and Wales","Mortality"
1953,2,23.32773434,"Breast","England and Wales","Mortality"
1954,2,23.61175644,"Breast","England and Wales","Mortality"
1955,2,23.67521595,"Breast","England and Wales","Mortality"
1956,2,23.58504152,"Breast","England and Wales","Mortality"
1957,2,23.33014167,"Breast","England and Wales","Mortality"
1958,2,24.11631366,"Breast","England and Wales","Mortality"
1959,2,23.25741017,"Breast","England and Wales","Mortality"
1960,2,23.78711468,"Breast","England and Wales","Mortality"
1961,2,24.06268867,"Breast","England and Wales","Mortality"
1962,2,24.20888471,"Breast","England and Wales","Mortality"
1963,2,24.30869728,"Breast","England and Wales","Mortality"
1964,2,25.21176554,"Breast","England and Wales","Mortality"
1965,2,24.43046959,"Breast","England and Wales","Mortality"
1966,2,24.59686235,"Breast","England and Wales","Mortality"
1967,2,25.35290858,"Breast","England and Wales","Mortality"
1968,2,25.21431137,"Breast","England and Wales","Mortality"
1969,2,26.15686989,"Breast","England and Wales","Mortality"
1970,2,26.44409254,"Breast","England and Wales","Mortality"
1971,2,27.03668688,"Breast","England and Wales","Mortality"
1972,2,26.95596481,"Breast","England and Wales","Mortality"
1973,2,27.59977441,"Breast","England and Wales","Mortality"
1974,2,26.94565764,"Breast","England and Wales","Mortality"
1975,2,27.83999895,"Breast","England and Wales","Mortality"
1976,2,27.82336237,"Breast","England and Wales","Mortality"
1977,2,27.79235198,"Breast","England and Wales","Mortality"
1978,2,27.96111868,"Breast","England and Wales","Mortality"
1979,2,28.04911385,"Breast","England and Wales","Mortality"
1980,2,28.24264101,"Breast","England and Wales","Mortality"
1981,2,28.44091115,"Breast","England and Wales","Mortality"
1982,2,28.37801883,"Breast","England and Wales","Mortality"
1983,2,28.49332473,"Breast","England and Wales","Mortality"
1984,2,29.32800055,"Breast","England and Wales","Mortality"
1985,2,29.28701713,"Breast","England and Wales","Mortality"
1986,2,29.54339356,"Breast","England and Wales","Mortality"
1987,2,29.31795098,"Breast","England and Wales","Mortality"
1988,2,29.11630365,"Breast","England and Wales","Mortality"
1989,2,29.31867211,"Breast","England and Wales","Mortality"
1990,2,28.41100031,"Breast","England and Wales","Mortality"
1991,2,27.84689677,"Breast","England and Wales","Mortality"
1992,2,27.4371636,"Breast","England and Wales","Mortality"
1993,2,26.20697526,"Breast","England and Wales","Mortality"
1994,2,25.81719893,"Breast","England and Wales","Mortality"
1995,2,25.06687212,"Breast","England and Wales","Mortality"
1996,2,23.81824736,"Breast","England and Wales","Mortality"
1997,2,23.3029925,"Breast","England and Wales","Mortality"
1998,2,22.67932993,"Breast","England and Wales","Mortality"
1999,2,21.98126981,"Breast","England and Wales","Mortality"
2000,2,21.46904348,"Breast","England and Wales","Mortality"
2001,2,21.17902519,"Breast","England and Wales","Mortality"
2002,2,20.73844621,"Breast","England and Wales","Mortality"
2003,2,20.12521795,"Breast","England and Wales","Mortality"
2004,2,19.55578237,"Breast","England and Wales","Mortality"
2005,2,19.27863982,"Breast","England and Wales","Mortality"
2006,2,18.93037875,"Breast","England and Wales","Mortality"
2007,2,18.38134768,"Breast","England and Wales","Mortality"
2008,2,17.94454216,"Breast","England and Wales","Mortality"
2009,2,17.35477951,"Breast","England and Wales","Mortality"
2010,2,16.61965662,"Breast","England and Wales","Mortality"
2011,2,16.62371344,"Breast","England and Wales","Mortality"
2012,2,16.26830784,"Breast","England and Wales","Mortality"
2013,2,15.74950862,"Breast","England and Wales","Mortality"
2014,2,15.30984433,"Breast","England and Wales","Mortality"
2015,2,15.11862758,"Breast","England and Wales","Mortality"
2016,2,15.03655542,"Breast","England and Wales","Mortality"
1950,2,22.71665718,"Breast","Northern Ireland","Mortality"
1951,2,17.92323096,"Breast","Northern Ireland","Mortality"
1952,2,18.20068122,"Breast","Northern Ireland","Mortality"
1953,2,18.22246437,"Breast","Northern Ireland","Mortality"
1954,2,18.75512695,"Breast","Northern Ireland","Mortality"
1955,2,19.55569971,"Breast","Northern Ireland","Mortality"
1956,2,18.75136118,"Breast","Northern Ireland","Mortality"
1957,2,21.22894697,"Breast","Northern Ireland","Mortality"
1958,2,20.86922484,"Breast","Northern Ireland","Mortality"
1959,2,17.57412537,"Breast","Northern Ireland","Mortality"
1960,2,19.63650952,"Breast","Northern Ireland","Mortality"
1961,2,17.90130857,"Breast","Northern Ireland","Mortality"
1962,2,17.6586555,"Breast","Northern Ireland","Mortality"
1963,2,19.63498454,"Breast","Northern Ireland","Mortality"
1964,2,22.53436648,"Breast","Northern Ireland","Mortality"
1965,2,23.07482294,"Breast","Northern Ireland","Mortality"
1966,2,21.49331104,"Breast","Northern Ireland","Mortality"
1967,2,20.62155001,"Breast","Northern Ireland","Mortality"
1968,2,23.78350824,"Breast","Northern Ireland","Mortality"
1969,2,25.74408286,"Breast","Northern Ireland","Mortality"
